cellsR,Acta2,Adamtsl2,Adgre1,Adgrg6,Atp6v0d2,Axl,C5ar1,Ccr2,Ccr7,Cd14,Cd19,Cd207,Cd209a,Cd36,Cd3e,Cd5l,Cd79a,Cd9,Chil3,Clec10a,Clec4f,Clec9a,Clic5,Col1a1,Colec11,Cox6a2,Cx3cr1,Cxcl12,Cyp2e1,Dcn,Des,Dpt,Epcam,F13a1,Fcgr1,Flt3,Flt4,Fn1,Folr2,Gdf15,Ghr,Gja5,Gls2,Glul,Gpnmb,Grip1,Hal,Hgf,Igfbp3,Itgae,Itgax,Itgb7,Krt19,Lgr5,Lhx6,Lilra5,Lpl,Lyve1,Mafb,Marco,Mfap4,Mgl2,Mmp12,Mmrn1,Ms4a7,Msln,Myh11,Ncam1,Ngfr,Nrxn1,Olfml3,Pck1,Pdgfra,Pdgfrb,Pecam1,Plpp1,Prox1,Reln,Rspo3,Sds,Sept3,Siglech,Sirpa,Slc40a1,Sox9,Spn,Spon2,Spp1,Stab2,Svep1,Timd4,Tmem119,Trem2,Upk3b,Vsig4,Vwf,Wnt2,Wnt9b,Wt1,Xcr1,X,Y
6785,0,0,3,0,0,13,1,0,0,0,0,0,0,0,0,12,0,0,0,0,29,0,0,0,1,0,0,0,71,11,0,0,0,0,1,0,0,4,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,139.58381502890174,9108.635838150289
6786,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,742,5,0,0,0,1,0,0,2,37,0,0,22,0,0,39,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,47,1,1,2,2,5,2,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,449.9194915254237,9126.52436440678
6787,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931.410256410257,9118.51282051282
6788,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,82,0,0,26,0,9,2,0,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,201,0,1,1,0,6,0,0,26,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2384.329145728643,9148.75879396985
6789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,1,29,0,2,6,0,4,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,39,0,1,0,0,1,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673.2384615384617,9120.715384615385
6790,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,133,0,0,40,0,14,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,190,0,0,3,2,10,0,0,27,0,0,2,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10400.321138211382,9123.457317073171
6791,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,0,0,24,0,10,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,194,0,0,1,0,14,0,0,25,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3154.0852130325816,9109.027568922305
6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,585,15,0,0,0,0,0,0,8,23,0,1,23,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,101,0,0,3,0,5,2,1,0,0,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,8178.636934673367,9133.395728643216
6793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,1,10,0,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,149,0,0,1,0,4,0,0,18,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3002.959409594096,9133.357933579337
6794,0,0,2,1,1,6,0,0,0,0,0,0,0,5,0,4,0,2,0,0,10,0,0,0,7,0,0,1,0,4,1,0,0,0,0,0,8,183,0,0,47,0,24,3,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,318,0,0,14,1,5,1,0,37,0,0,0,13,1,0,0,0,24,0,2,0,0,0,13,2,0,0,0,0,3321.330434782609,9129.552795031055
6795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1,26,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,288,0,0,0,0,6,0,0,12,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6648.401727861771,9117.574514038877
6796,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,1,246,1,0,0,0,0,0,0,8,40,0,2,23,0,5,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,83,0,0,14,8,8,1,0,1,0,0,3,5,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,7932.923679060666,9142.986301369863
6797,0,6,0,1,0,7,0,1,0,0,0,0,0,5,0,0,0,17,0,0,0,2,0,11,1,0,0,0,0,8,1,34,0,0,0,0,0,19,0,5,3,0,1,2,0,0,6,0,11,2,3,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,3,0,26,0,0,0,3,1,0,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4047.9556650246304,9120.52709359606
6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,12,0,0,0,0,0,0,0,4,127,0,1,28,0,8,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,303,0,0,0,0,11,0,0,10,1,0,0,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,10245.728102189782,9129.33211678832
6799,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,1,3,4,0,0,7,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,6,0,0,80,0,0,6,5,3,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2907.0260416666665,9145.598958333334
6800,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,9,0,0,1,38,22,0,0,0,0,0,0,0,168,0,9,42,0,13,2,0,0,51,4,14,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,15,1,0,324,1,0,1,0,10,8,0,37,2,0,1,10,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7630.382793017457,9153.918952618455
6801,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,0,3,0,0,9,231,8,0,0,0,0,0,0,0,254,0,11,80,0,32,3,0,0,32,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,23,2,0,404,0,0,0,0,29,0,0,53,0,0,2,8,1,0,3,0,2,0,0,0,0,0,2,0,1,0,0,0,10105.74732510288,9127.914403292181
6802,0,0,6,0,0,7,0,1,0,0,0,0,0,1,1,49,0,1,0,0,59,3,0,1,3,0,0,4,0,4,2,0,0,0,0,0,1,107,0,0,17,1,9,4,0,0,8,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,9,0,0,152,0,0,1,1,4,0,0,7,0,0,5,5,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,6978.244353182751,9115.53798767967
6803,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,1,0,1,0,0,0,0,0,7,0,0,8,0,0,161,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,990.6104417670683,9140.626506024097
6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,93,0,1,34,0,8,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,178,0,0,1,0,3,0,0,22,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6818.352631578948,9134.021052631579
6805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,5,209,4,0,0,0,0,0,0,1,72,0,1,35,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,213,0,0,0,0,7,0,0,8,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7728.290640394089,9156.474548440066
6806,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,15,0,0,0,0,12,0,0,0,5,0,0,1,938,15,0,0,0,1,0,0,2,67,0,2,39,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,1,0,0,0,0,0,6,0,0,113,0,0,0,1,10,1,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1545.1906274821288,9113.786338363781
6807,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,9,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,154,0,1,16,0,15,3,0,0,37,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,13,0,0,216,0,0,4,0,15,0,0,36,0,0,0,18,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3458.2313167259786,9153.224199288255
6808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,5,0,1,7,0,0,108,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,8538.751207729469,9158.265700483093
6809,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,381,3,0,0,0,0,0,0,0,107,0,9,46,0,7,5,0,0,13,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,0,92,0,0,0,0,10,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9706.933521923622,9139.586987270155
6810,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,0,2,112,0,2,19,0,4,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,4,0,0,292,0,0,0,1,21,0,0,9,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2104.380769230769,9128.761538461538
6811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,0,4,11,0,3,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,92,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3625.6848484848483,9147.072727272727
6812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,376,4,0,0,0,0,0,0,0,9,0,0,7,0,0,141,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8667.640070921985,9154.443262411347
6813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,416,10,0,0,0,0,0,0,12,24,0,1,16,0,0,73,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,7,0,0,52,0,0,9,10,2,3,0,0,0,0,3,1,0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,1323.2470414201184,9126.273668639053
6814,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,94,0,1,19,0,13,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,88,0,0,4,2,6,0,0,12,0,0,1,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7051.547703180212,9175.36042402827
6815,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,35,0,1,0,0,56,2,0,1,3,0,0,2,0,2,0,0,0,0,2,0,0,75,0,3,20,0,13,3,0,0,19,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,5,1,0,187,0,0,1,0,3,0,0,17,1,0,6,18,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7208.3737769080235,9144.898238747553
6816,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,599,31,1,0,0,0,0,0,0,20,0,2,24,0,0,62,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,53,0,1,1,0,2,10,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,8934.481971153846,9150.242788461539
6817,0,0,2,0,1,7,0,0,0,0,0,0,0,8,0,19,0,0,0,1,8,0,0,0,12,0,0,1,555,16,0,0,0,0,0,0,9,113,0,1,43,0,9,11,0,0,6,2,5,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,4,1,0,116,0,0,9,11,8,2,1,0,0,0,3,7,1,0,1,0,10,0,1,0,0,0,7,0,3,0,0,0,9250.993130520117,9167.479882237487
6818,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,1,0,0,0,0,0,0,26,0,0,18,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.7511111111111,9163.586666666666
6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,8,0,0,0,0,0,0,0,5,0,0,13,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,8598.595588235294,9161.29044117647
6820,0,0,2,0,0,2,0,0,0,0,0,2,0,7,0,8,0,2,0,2,26,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,116,0,2,32,0,13,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,25,0,0,284,0,0,3,3,11,1,0,19,0,0,3,4,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3392.504983388704,9189.691029900332
6821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,16,0,9,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,241,0,0,0,0,5,0,0,17,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3748.4564102564104,9157.694871794873
6822,4,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,6,1,16,0,0,0,0,1,16,0,1,6,12,6,1,0,0,3,0,8,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,4,1,9,0,0,47,1,3,14,0,3,0,0,1,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,21,0,0,0,0,3902.537037037037,9152.407407407407
6823,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,1,6,0,0,0,302,16,0,0,0,0,0,0,1,14,0,0,16,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,2,0,0,1,5,2,4,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,153.1952380952381,9182.919047619047
6824,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,13,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,194,0,0,3,1,5,0,0,10,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6699.841954022989,9163.32183908046
6825,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,5,0,0,0,14,0,0,1,0,20,1,0,0,0,0,0,0,42,0,1,14,0,15,2,0,0,11,4,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,14,2,0,60,0,1,0,0,5,2,0,10,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7140.295019157088,9169.532567049808
6826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,2,7,0,1,8,0,0,170,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8411.298937784522,9166.383915022761
6827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,215,4,0,0,0,0,0,0,6,8,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,5,7,0,1,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,389.5134228187919,9156.71812080537
6828,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,0,2,17,0,12,2,0,0,16,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,4,0,0,149,0,0,11,0,5,0,0,14,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3812.359195402299,9157.367816091954
6829,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,130,1,0,0,0,0,0,0,2,176,0,1,42,0,18,2,0,0,28,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,12,0,0,195,0,0,1,0,13,0,0,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9964.752265861027,9139.651057401812
6830,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,146,46,0,0,0,0,0,0,0,6,0,1,5,0,1,99,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,2,0,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1146.5167597765362,9160.617318435754
6831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,114,12,0,0,0,0,0,0,3,3,0,1,4,0,0,78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,2,1,1,4,8,2,0,1,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,3,1,0,0,1208.36690647482,9161.23381294964
6832,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,69,0,0,5,0,13,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,154,0,0,8,2,4,0,0,8,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3072.1470588235293,9178.137254901962
6833,0,0,0,0,0,0,0,1,16,0,0,0,1,4,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5137.586666666667,9166.08
6834,2,3,12,0,0,4,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,1,0,1,0,11,0,0,2,0,0,13,0,1,5,0,1,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,4,0,1,0,0,9,2,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6255.115702479339,9134.04132231405
6835,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,0,70,0,2,13,0,5,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,286,0,0,1,1,3,0,0,23,0,0,1,7,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3969.8536585365855,9154.780487804877
6836,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,13,0,8,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,407,0,0,0,1,5,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831.9813559322033,9187.22033898305
6837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,19,0,11,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,186,0,0,2,0,3,0,0,13,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3194.674220963173,9158.541076487252
6838,1,1,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,3,0,0,0,0,1,5,0,0,0,0,1,5,3,17,0,0,0,1,10,21,0,0,3,0,2,2,0,0,3,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,9,0,1,0,0,12,0,0,2,3,2,2,0,1,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4213.757396449704,9177.076923076924
6839,3,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,2,1,12,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,6190.890756302521,9156.067226890757
6840,0,1,1,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,5,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,1,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6303.108910891089,9134.475247524753
6841,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,1,6,0,1,3,0,0,235,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8792.652925531915,9157.283244680852
6842,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,427,0,0,0,0,2,0,0,0,110,0,5,38,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,209,0,0,0,0,13,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9363.485345838219,9200.50527549824
6843,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,0,17,0,0,0,0,0,6,0,2,1,0,2,0,0,0,3,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,11,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4029.188679245283,9181.358490566037
6844,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,7,69,0,0,26,0,7,1,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,58,0,0,10,2,7,0,0,4,0,0,1,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9860.65988372093,9155.18023255814
6845,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,494,0,0,1,0,0,0,0,6,21,0,0,17,0,0,23,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,33,1,0,3,3,3,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1367.0701754385964,9183.451355661882
