cellsR,Acta2,Adamtsl2,Adgre1,Adgrg6,Atp6v0d2,Axl,C5ar1,Ccr2,Ccr7,Cd14,Cd19,Cd207,Cd209a,Cd36,Cd3e,Cd5l,Cd79a,Cd9,Chil3,Clec10a,Clec4f,Clec9a,Clic5,Col1a1,Colec11,Cox6a2,Cx3cr1,Cxcl12,Cyp2e1,Dcn,Des,Dpt,Epcam,F13a1,Fcgr1,Flt3,Flt4,Fn1,Folr2,Gdf15,Ghr,Gja5,Gls2,Glul,Gpnmb,Grip1,Hal,Hgf,Igfbp3,Itgae,Itgax,Itgb7,Krt19,Lgr5,Lhx6,Lilra5,Lpl,Lyve1,Mafb,Marco,Mfap4,Mgl2,Mmp12,Mmrn1,Ms4a7,Msln,Myh11,Ncam1,Ngfr,Nrxn1,Olfml3,Pck1,Pdgfra,Pdgfrb,Pecam1,Plpp1,Prox1,Reln,Rspo3,Sds,Sept3,Siglech,Sirpa,Slc40a1,Sox9,Spn,Spon2,Spp1,Stab2,Svep1,Timd4,Tmem119,Trem2,Upk3b,Vsig4,Vwf,Wnt2,Wnt9b,Wt1,Xcr1,X,Y
1308,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,660,1,0,0,0,0,0,0,2,36,0,2,26,0,0,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,60,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8103.215496368039,2308.1501210653755
1309,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,4,11,0,0,9,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,6,6,0,1,0,0,0,0,2,1,0,1,0,0,12,0,0,0,0,0,0,0,4,0,0,0,8284.02267002519,2298.904282115869
1310,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,7,0,0,1,331,25,1,0,0,0,0,0,3,12,0,0,16,0,0,2,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,18,1,1,4,1,1,10,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8961.562231759657,2310.3841201716737
1311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,1,61,0,3,14,0,8,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,117,0,0,0,1,5,0,0,12,0,0,1,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4017.536842105263,2314.5789473684213
1312,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,2,0,0,0,6,0,0,2,156,10,0,0,0,0,0,0,0,3,0,0,5,0,0,112,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,1,0,4,0,0,0,7030.059347181009,2321.566765578635
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,9,0,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,86,0,0,1,0,4,0,0,18,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10539.683673469388,2317.091836734694
1314,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,1,0,1,0,0,0,0,1,5,0,2,0,0,1,0,0,0,0,0,0,55,0,0,12,0,13,2,0,0,17,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,213,0,0,0,0,7,0,0,22,0,18,0,6,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1686.4064837905237,2299.3965087281795
1315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,10,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,219,0,0,0,0,1,0,0,15,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4920.562674094707,2319.8690807799444
1316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,377,1,0,0,0,0,0,0,0,36,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,78,0,0,4,0,6,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7772.517560073938,2319.1719038817005
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,16,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,3,1,3,0,0,25,0,0,0,4,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,5342.542005420054,2317.357723577236
1318,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,359,7,0,0,0,0,0,0,7,26,0,1,28,0,3,4,0,0,0,1,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,5,1,0,28,0,0,17,8,3,6,0,0,0,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7878.269724770642,2305.7027522935778
1319,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,11,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,112,0,0,3,0,2,0,0,6,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1944.9227272727273,2336.1181818181817
1320,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,11,44,0,2,17,0,4,1,0,0,11,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,9,0,0,74,1,0,7,5,4,0,0,13,0,0,4,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9964.891050583657,2317.556420233463
1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,11,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,85,0,0,0,0,5,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10607.95054945055,2328.6043956043954
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,0,66,16,0,0,0,0,0,0,0,3,0,2,4,0,0,14,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,1,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7155.354609929078,2308.5248226950353
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3,32,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,9189.75,2351.292857142857
1324,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,542,6,0,0,0,0,0,0,0,24,0,1,24,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442.475384615384,2320.035384615385
1325,0,0,0,4,1,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,117,0,1,22,0,12,7,0,0,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,212,0,0,6,5,4,0,0,15,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,1080.6995884773662,2339.7119341563784
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,4,35,0,4,14,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,61,0,0,5,1,3,0,0,10,0,0,0,3,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5253.422885572139,2335.353233830846
1327,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,676,3,0,0,0,0,0,0,2,18,0,0,20,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,7,5,8,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8390.341067285382,2317.849187935035
1328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,10,7,0,0,0,0,0,0,0,125,0,0,45,0,21,4,0,0,24,1,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,268,0,0,1,0,9,0,0,32,0,0,0,5,5,0,3,0,6,0,0,0,0,0,2,0,0,0,0,0,536.870528109029,2368.107325383305
1329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,315,8,0,0,0,0,0,0,1,22,0,1,17,0,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,51,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6304.082039911308,2318.337028824834
1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,129,2,0,0,0,0,0,0,0,23,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9427.515625,2342.4947916666665
1331,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,2,70,0,4,22,0,9,2,0,0,10,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,11,0,0,262,0,0,0,1,11,0,0,16,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10167.251641137855,2360.0722100656453
1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,88,0,0,23,0,7,0,0,0,27,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,4,1,4,2,1,11,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,381.11570247933884,2337.33608815427
1333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,15,0,7,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,183,0,0,0,0,8,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283.4012345679012,2363.3981481481483
1334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,9,0,1,0,0,8,0,12,1,0,0,0,0,27,0,2,4,0,6,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,41,0,1,0,0,1,1,0,2,0,0,0,3,9,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,1418.1466666666668,2358.9866666666667
1335,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,2,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,72,0,0,23,0,9,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,177,0,0,0,1,6,0,0,11,0,0,3,9,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5438.642666666667,2330.84
1336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,35,0,5,21,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,38,0,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680.967611336032,2359.6983805668015
1337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,2,0,0,0,0,0,0,1,5,0,2,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,19,0,0,8,0,6,1,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8556.081012658227,2332.070886075949
1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,98,7,0,0,0,0,0,0,2,41,0,2,11,0,2,5,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,56,1,0,2,3,2,5,0,2,0,0,0,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9549.09328358209,2332.791044776119
1339,0,1,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,4,0,3,2,0,0,0,1,16,0,0,5,0,4,4,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,28,1,0,2,1,2,1,0,3,0,0,1,4,5,0,1,37,15,0,0,0,0,0,0,0,0,0,0,0,1353.3508771929824,2370.1345029239765
1340,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,112,10,0,0,0,0,0,0,5,21,0,1,13,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,7,10,5,2,0,0,0,0,5,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2899.402298850575,2350.605363984674
1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,55,0,0,11,0,6,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,2,0,3,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5077.832752613241,2372.1254355400697
1342,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,12,0,0,0,0,4,1,0,0,0,0,0,0,312,0,0,0,0,0,0,0,2,11,0,2,21,0,0,28,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,13,0,0,17,0,0,6,4,2,0,0,0,0,0,3,2,0,0,0,0,32,0,1,0,0,0,2,0,2,0,0,0,6675.89816700611,2347.9144602851325
1343,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,12,0,1,0,0,14,0,0,0,1,0,0,0,528,4,2,0,0,0,0,0,0,28,0,2,24,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,3,1,7,0,0,0,0,0,1,5,0,0,0,0,2,0,1,1,0,0,4,1,0,0,0,0,7237.680216802168,2358.9051490514903
1344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,76,0,0,17,0,10,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,0,0,293,0,0,0,1,6,0,0,24,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229.646934460888,2359.1627906976746
1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172.5714285714284,2336.8571428571427
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249.2,2328.2
1347,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,15,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,4,1,3,0,0,4,0,0,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3908.2804232804233,2371.5714285714284
1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,459,3,1,0,0,0,0,0,2,11,0,0,23,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6558.945155393053,2349.678244972578
1349,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,5,0,1,0,0,0,0,1,71,0,0,13,0,7,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,209,0,0,1,0,4,1,0,29,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068.964556962025,2374.3949367088608
1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,36,0,0,9,0,4,1,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,140,0,0,0,0,2,0,0,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4430.464135021097,2344.1603375527425
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,24,1,0,1,2,30,3,0,0,0,0,0,2,75,0,1,27,0,9,2,0,0,20,7,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,6,0,157,0,2,1,2,4,6,0,9,0,0,1,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,10061.235565819861,2390.0739030023096
1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,2,0,2,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7105.165289256199,2362.2479338842977
1353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,3,0,0,0,0,0,0,11,33,0,1,5,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,40,0,0,5,3,1,2,0,0,0,0,1,2,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,2478.849315068493,2351.6438356164385
1354,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,8,0,0,0,0,0,0,2,436,1,1,0,0,0,0,0,0,45,0,2,22,0,1,5,0,0,1,1,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,78,0,0,3,1,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,6182.693846153847,2375.2615384615383
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,8,1,0,0,0,0,0,0,1,136,0,0,39,0,21,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,310,0,0,1,0,6,0,0,16,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3559.8832236842104,2379.5197368421054
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,165,0,0,23,0,11,3,0,0,38,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,10,0,0,352,0,0,0,0,14,0,0,37,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4821.792899408284,2384.170118343195
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,486,0,0,0,0,0,0,0,1,7,0,0,9,0,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8205.824829931973,2369.530612244898
1358,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,4,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,8,97,0,1,31,0,17,1,0,0,22,3,6,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,202,0,0,9,4,5,0,0,16,0,0,4,6,1,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,815.9303278688525,2393.3360655737706
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,7,0,0,4,336,2,0,0,0,0,0,0,1,115,0,6,31,0,2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,9,0,1,146,0,0,1,0,13,0,0,4,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,6058.360283687944,2367.8609929078016
1360,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,183,0,0,0,0,0,0,0,1,170,0,3,56,0,17,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,247,0,0,2,0,19,0,0,2,0,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3252.044,2393.558666666667
1361,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,6,8,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,11,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,74,0,0,2,0,2,1,0,7,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10395.319371727748,2372.743455497382
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,339,5,0,0,0,0,0,0,1,65,0,0,15,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,58,0,0,5,0,2,1,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2582.216796875,2378.837890625
1363,0,0,2,0,0,6,5,0,0,0,0,3,0,1,0,26,0,2,0,0,27,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,1,54,0,1,28,0,9,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,93,0,0,4,0,3,2,0,4,0,0,0,11,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,5554.867924528302,2376.14465408805
1364,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,3,0,4,0,1,2,0,0,1,4,0,0,4,1,1,1,0,0,0,0,0,0,94,0,1,36,0,16,1,0,0,29,0,0,0,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,228,0,0,1,1,17,1,0,36,0,0,1,9,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,9909.737142857142,2397.3142857142857
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138,0,2,28,0,18,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,335,0,0,0,0,9,0,0,20,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.0295566502464,2376.464696223317
1366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,1,0,0,0,330,4,0,0,0,0,0,0,1,14,0,0,21,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,2,1,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,6765.382096069869,2398.967248908297
1367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,670,2,0,0,0,0,0,0,0,28,0,0,24,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,67,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8858.52962962963,2371.740740740741
1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,1,58,0,1,16,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,112,1,1,2,0,5,1,0,7,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10314.83908045977,2387.145593869732
